method,method_id,impact_category,indicator,scenario,route,c3c4,stageD,net,sign_mismatch_vs_GWP,rank_in_method,rank_in_GWP,rank_delta_vs_GWP
"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)",acidification_terrestrial__terrestrial_acidification_potential___d8990d21,acidification: terrestrial,terrestrial acidification potential (TAP),SSP1VLLO_2050,landfill,0.0002330175835989,0.0,0.0002330175835989,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",eutrophication_marine__marine_eutrophication_potential_MEP__347a1fc6,eutrophication: marine,marine eutrophication potential (MEP),SSP1VLLO_2050,hydrolysis,0.0003538794080082,-0.0002960720937627,5.780731424550001e-05,True,5.0,4.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",eutrophication_marine__marine_eutrophication_potential_MEP__347a1fc6,eutrophication: marine,marine eutrophication potential (MEP),SSP2M_2050,hydrolysis,0.0003442704787093,-0.0001281269818951,0.0002161434968142,True,5.0,4.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",eutrophication_marine__marine_eutrophication_potential_MEP__347a1fc6,eutrophication: marine,marine eutrophication potential (MEP),SSP5H_2050,hydrolysis,0.0004348729301666,-0.0001070381104385,0.0003278348197281,True,5.0,4.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",eutrophication_marine__marine_eutrophication_potential_MEP__347a1fc6,eutrophication: marine,marine eutrophication potential (MEP),contemp,hydrolysis,0.002777269068025,-0.0001709293527593,0.0026063397152657,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",eutrophication_marine__marine_eutrophication_potential_MEP__347a1fc6,eutrophication: marine,marine eutrophication potential (MEP),SSP1VLLO_2050,msfsc,8.161817398425435e-05,-0.0003342793296573,-0.00025266115567304563,False,3.0,3.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",eutrophication_marine__marine_eutrophication_potential_MEP__347a1fc6,eutrophication: marine,marine eutrophication potential (MEP),SSP2M_2050,msfsc,0.0003660974368007,-0.0005199117121123,-0.00015381427531159996,False,3.0,3.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",eutrophication_marine__marine_eutrophication_potential_MEP__347a1fc6,eutrophication: marine,marine eutrophication potential (MEP),SSP5H_2050,msfsc,0.0002671380573696,-0.0003894519955641,-0.0001223139381945,False,3.0,3.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | eutrophication: marine | marine eutrophication potential (MEP)",eutrophication_marine__marine_eutrophication_potential_MEP__347a1fc6,eutrophication: marine,marine eutrophication potential (MEP),contemp,msfsc,0.0001900690036328,-0.0008782321864619,-0.0006881631828291,False,3.0,3.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",human_toxicity_carcinogenic__human_toxicity_potential_HTPc__58612d11,human toxicity: carcinogenic,human toxicity potential (HTPc),SSP1VLLO_2050,landfill,0.0049155135552715,0.0,0.0049155135552715,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",human_toxicity_carcinogenic__human_toxicity_potential_HTPc__58612d11,human toxicity: carcinogenic,human toxicity potential (HTPc),SSP2M_2050,landfill,0.0049469752268747,0.0,0.0049469752268747,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",human_toxicity_carcinogenic__human_toxicity_potential_HTPc__58612d11,human toxicity: carcinogenic,human toxicity potential (HTPc),SSP5H_2050,landfill,0.004971328038876,0.0,0.004971328038876,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",human_toxicity_carcinogenic__human_toxicity_potential_HTPc__58612d11,human toxicity: carcinogenic,human toxicity potential (HTPc),contemp,landfill,0.0058569403447414,0.0,0.0058569403447414,False,5.0,4.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",human_toxicity_carcinogenic__human_toxicity_potential_HTPc__58612d11,human toxicity: carcinogenic,human toxicity potential (HTPc),SSP1VLLO_2050,recycling_postcons,0.4534341525651859,-45.11271933612433,-44.65928518355914,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",human_toxicity_carcinogenic__human_toxicity_potential_HTPc__58612d11,human toxicity: carcinogenic,human toxicity potential (HTPc),SSP2M_2050,recycling_postcons,0.4638844346867262,-45.11704121290055,-44.65315677821383,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",human_toxicity_carcinogenic__human_toxicity_potential_HTPc__58612d11,human toxicity: carcinogenic,human toxicity potential (HTPc),SSP5H_2050,recycling_postcons,0.5134985099644394,-45.16174260157285,-44.648244091608404,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",human_toxicity_carcinogenic__human_toxicity_potential_HTPc__58612d11,human toxicity: carcinogenic,human toxicity potential (HTPc),contemp,recycling_postcons,0.5347165582232962,-47.53288954771352,-46.99817298949023,False,1.0,2.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",human_toxicity_carcinogenic__human_toxicity_potential_HTPc__58612d11,human toxicity: carcinogenic,human toxicity potential (HTPc),SSP1VLLO_2050,reuse,0.0048273946848153,-45.350918185457495,-45.34609079077268,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",human_toxicity_carcinogenic__human_toxicity_potential_HTPc__58612d11,human toxicity: carcinogenic,human toxicity potential (HTPc),SSP2M_2050,reuse,0.0048655708283046,-45.35250778749062,-45.347642216662315,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",human_toxicity_carcinogenic__human_toxicity_potential_HTPc__58612d11,human toxicity: carcinogenic,human toxicity potential (HTPc),SSP5H_2050,reuse,0.004852530673721,-45.43307183532162,-45.4282193046479,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",human_toxicity_carcinogenic__human_toxicity_potential_HTPc__58612d11,human toxicity: carcinogenic,human toxicity potential (HTPc),contemp,reuse,0.0054981100056278,-45.62647726472914,-45.620979154723514,False,2.0,1.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",human_toxicity_carcinogenic__human_toxicity_potential_HTPc__58612d11,human toxicity: carcinogenic,human toxicity potential (HTPc),SSP1VLLO_2050,hydrolysis,2.629452329203005,-32.02672204437168,-29.397269715168676,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",human_toxicity_carcinogenic__human_toxicity_potential_HTPc__58612d11,human toxicity: carcinogenic,human toxicity potential (HTPc),SSP2M_2050,hydrolysis,2.635373994907514,-31.75694397840389,-29.121569983496375,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",human_toxicity_carcinogenic__human_toxicity_potential_HTPc__58612d11,human toxicity: carcinogenic,human toxicity potential (HTPc),SSP5H_2050,hydrolysis,2.6874650437005494,-31.67411794379608,-28.98665290009553,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",human_toxicity_carcinogenic__human_toxicity_potential_HTPc__58612d11,human toxicity: carcinogenic,human toxicity potential (HTPc),contemp,hydrolysis,3.952245727742601,-26.940121471339356,-22.987875743596756,True,4.0,5.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",human_toxicity_carcinogenic__human_toxicity_potential_HTPc__58612d11,human toxicity: carcinogenic,human toxicity potential (HTPc),SSP1VLLO_2050,msfsc,3.391407176462866,-40.4636008217296,-37.072193645266736,False,3.0,3.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",human_toxicity_carcinogenic__human_toxicity_potential_HTPc__58612d11,human toxicity: carcinogenic,human toxicity potential (HTPc),SSP2M_2050,msfsc,3.125640653286264,-40.29718552267315,-37.17154486938689,False,3.0,3.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",human_toxicity_carcinogenic__human_toxicity_potential_HTPc__58612d11,human toxicity: carcinogenic,human toxicity potential (HTPc),SSP5H_2050,msfsc,2.7014793464662423,-40.05792889954861,-37.35644955308236,False,3.0,3.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: carcinogenic | human toxicity potential (HTPc)",human_toxicity_carcinogenic__human_toxicity_potential_HTPc__58612d11,human toxicity: carcinogenic,human toxicity potential (HTPc),contemp,msfsc,2.787178843605848,-35.22207655585078,-32.434897712244926,False,3.0,3.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",human_toxicity_non_carcinoge__human_toxicity_potential_HTPnc__f59ee56c,human toxicity: non-carcinogenic,human toxicity potential (HTPnc),SSP1VLLO_2050,landfill,1.0734995996351708,0.0,1.0734995996351708,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",human_toxicity_non_carcinoge__human_toxicity_potential_HTPnc__f59ee56c,human toxicity: non-carcinogenic,human toxicity potential (HTPnc),SSP2M_2050,landfill,1.076861506853959,0.0,1.076861506853959,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",human_toxicity_non_carcinoge__human_toxicity_potential_HTPnc__f59ee56c,human toxicity: non-carcinogenic,human toxicity potential (HTPnc),SSP5H_2050,landfill,1.0748213129779731,0.0,1.0748213129779731,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",human_toxicity_non_carcinoge__human_toxicity_potential_HTPnc__f59ee56c,human toxicity: non-carcinogenic,human toxicity potential (HTPnc),contemp,landfill,1.0871135008316395,0.0,1.0871135008316395,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",human_toxicity_non_carcinoge__human_toxicity_potential_HTPnc__f59ee56c,human toxicity: non-carcinogenic,human toxicity potential (HTPnc),SSP1VLLO_2050,recycling_postcons,32.96315385515116,-37.850381714856766,-4.887227859705604,False,4.0,2.0,2.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",human_toxicity_non_carcinoge__human_toxicity_potential_HTPnc__f59ee56c,human toxicity: non-carcinogenic,human toxicity potential (HTPnc),SSP2M_2050,recycling_postcons,32.86896927117481,-37.9375814900791,-5.068612218904285,False,4.0,2.0,2.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",human_toxicity_non_carcinoge__human_toxicity_potential_HTPnc__f59ee56c,human toxicity: non-carcinogenic,human toxicity potential (HTPnc),SSP5H_2050,recycling_postcons,33.802243622123434,-38.04706872721607,-4.244825105092637,False,4.0,2.0,2.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",human_toxicity_non_carcinoge__human_toxicity_potential_HTPnc__f59ee56c,human toxicity: non-carcinogenic,human toxicity potential (HTPnc),contemp,recycling_postcons,33.50613575878986,-40.641624317766734,-7.135488558976874,False,3.0,2.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",human_toxicity_non_carcinoge__human_toxicity_potential_HTPnc__f59ee56c,human toxicity: non-carcinogenic,human toxicity potential (HTPnc),SSP1VLLO_2050,reuse,0.0285627249931135,-44.15850347056036,-44.12994074556725,False,2.0,1.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",human_toxicity_non_carcinoge__human_toxicity_potential_HTPnc__f59ee56c,human toxicity: non-carcinogenic,human toxicity potential (HTPnc),SSP2M_2050,reuse,0.0295015296635231,-44.5612241101317,-44.53172258046818,False,2.0,1.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",human_toxicity_non_carcinoge__human_toxicity_potential_HTPnc__f59ee56c,human toxicity: non-carcinogenic,human toxicity potential (HTPnc),SSP5H_2050,reuse,0.0288987437409944,-45.34129992817541,-45.312401184434414,False,2.0,1.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",human_toxicity_non_carcinoge__human_toxicity_potential_HTPnc__f59ee56c,human toxicity: non-carcinogenic,human toxicity potential (HTPnc),contemp,reuse,0.0477184879029659,-46.92776477974492,-46.88004629184195,False,2.0,1.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",human_toxicity_non_carcinoge__human_toxicity_potential_HTPnc__f59ee56c,human toxicity: non-carcinogenic,human toxicity potential (HTPnc),SSP1VLLO_2050,hydrolysis,-8.901738210121735,-29.26956706007081,-38.17130527019255,False,3.0,4.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",human_toxicity_non_carcinoge__human_toxicity_potential_HTPnc__f59ee56c,human toxicity: non-carcinogenic,human toxicity potential (HTPnc),SSP2M_2050,hydrolysis,-8.885471895219116,-24.05048458930259,-32.93595648452171,False,3.0,4.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",human_toxicity_non_carcinoge__human_toxicity_potential_HTPnc__f59ee56c,human toxicity: non-carcinogenic,human toxicity potential (HTPnc),SSP5H_2050,hydrolysis,-7.59098808525429,-22.703142552457876,-30.294130637712165,False,3.0,4.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",human_toxicity_non_carcinoge__human_toxicity_potential_HTPnc__f59ee56c,human toxicity: non-carcinogenic,human toxicity potential (HTPnc),contemp,hydrolysis,76.5452741454363,-20.87863235277695,55.66664179265935,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",human_toxicity_non_carcinoge__human_toxicity_potential_HTPnc__f59ee56c,human toxicity: non-carcinogenic,human toxicity potential (HTPnc),SSP1VLLO_2050,msfsc,-21.85924646437652,-68.26807077353928,-90.1273172379158,False,1.0,3.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",human_toxicity_non_carcinoge__human_toxicity_potential_HTPnc__f59ee56c,human toxicity: non-carcinogenic,human toxicity potential (HTPnc),SSP2M_2050,msfsc,-23.57625842444236,-67.37321568624125,-90.94947411068361,False,1.0,3.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",human_toxicity_non_carcinoge__human_toxicity_potential_HTPnc__f59ee56c,human toxicity: non-carcinogenic,human toxicity potential (HTPnc),SSP5H_2050,msfsc,-27.544003666963945,-64.91388960414302,-92.45789327110697,False,1.0,3.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | human toxicity: non-carcinogenic | human toxicity potential (HTPnc)",human_toxicity_non_carcinoge__human_toxicity_potential_HTPnc__f59ee56c,human toxicity: non-carcinogenic,human toxicity potential (HTPnc),contemp,msfsc,-28.622373814642877,-38.945124921904586,-67.56749873654746,False,1.0,3.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",ionising_radiation__ionising_radiation_potential_IRP__87367cba,ionising radiation,ionising radiation potential (IRP),SSP1VLLO_2050,landfill,-8.653719486576894e-06,0.0,-8.653719486576894e-06,True,4.0,5.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",ionising_radiation__ionising_radiation_potential_IRP__87367cba,ionising radiation,ionising radiation potential (IRP),SSP2M_2050,landfill,0.0004538505620425,0.0,0.0004538505620425,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",ionising_radiation__ionising_radiation_potential_IRP__87367cba,ionising radiation,ionising radiation potential (IRP),SSP5H_2050,landfill,-0.0001009487270092,0.0,-0.0001009487270092,True,3.0,5.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",ionising_radiation__ionising_radiation_potential_IRP__87367cba,ionising radiation,ionising radiation potential (IRP),contemp,landfill,0.0015329126989406,0.0,0.0015329126989406,False,2.0,4.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",ionising_radiation__ionising_radiation_potential_IRP__87367cba,ionising radiation,ionising radiation potential (IRP),SSP1VLLO_2050,recycling_postcons,-0.0261422022108303,0.0072256307332993,-0.018916571477531,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",ionising_radiation__ionising_radiation_potential_IRP__87367cba,ionising radiation,ionising radiation potential (IRP),SSP2M_2050,recycling_postcons,-0.0180419291951061,-0.0294341138748569,-0.047476043069963,False,3.0,2.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",ionising_radiation__ionising_radiation_potential_IRP__87367cba,ionising radiation,ionising radiation potential (IRP),SSP5H_2050,recycling_postcons,-0.0229323327510476,0.0211753221280596,-0.0017570106229879978,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",ionising_radiation__ionising_radiation_potential_IRP__87367cba,ionising radiation,ionising radiation potential (IRP),contemp,recycling_postcons,0.0333406047822332,0.2057086469935685,0.2390492517758017,True,4.0,2.0,2.0
"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",ionising_radiation__ionising_radiation_potential_IRP__87367cba,ionising radiation,ionising radiation potential (IRP),SSP1VLLO_2050,reuse,0.0005422740614939,0.015236534129478,0.0157788081909719,True,5.0,1.0,4.0
"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",ionising_radiation__ionising_radiation_potential_IRP__87367cba,ionising radiation,ionising radiation potential (IRP),SSP2M_2050,reuse,0.0001151865332597,-0.0794758621517906,-0.0793606756185309,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",ionising_radiation__ionising_radiation_potential_IRP__87367cba,ionising radiation,ionising radiation potential (IRP),SSP5H_2050,reuse,9.142100732078438e-05,0.0365660693623854,0.03665749036970618,True,5.0,1.0,4.0
"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",ionising_radiation__ionising_radiation_potential_IRP__87367cba,ionising radiation,ionising radiation potential (IRP),contemp,reuse,4.636330814922836e-06,0.0184258465700216,0.01843048290083652,True,3.0,1.0,2.0
"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",ionising_radiation__ionising_radiation_potential_IRP__87367cba,ionising radiation,ionising radiation potential (IRP),SSP1VLLO_2050,hydrolysis,-0.0320394325578818,0.0186809095483656,-0.013358523009516204,False,3.0,4.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",ionising_radiation__ionising_radiation_potential_IRP__87367cba,ionising radiation,ionising radiation potential (IRP),SSP2M_2050,hydrolysis,-0.0314275530639935,-0.0076131144333278,-0.0390406674973213,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",ionising_radiation__ionising_radiation_potential_IRP__87367cba,ionising radiation,ionising radiation potential (IRP),SSP5H_2050,hydrolysis,-0.0114241691754398,-0.0207142104671297,-0.0321383796425695,False,1.0,4.0,-3.0
"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",ionising_radiation__ionising_radiation_potential_IRP__87367cba,ionising radiation,ionising radiation potential (IRP),contemp,hydrolysis,-2.131068593469408,0.0585869437323958,-2.072481649737012,True,1.0,5.0,-4.0
"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",ionising_radiation__ionising_radiation_potential_IRP__87367cba,ionising radiation,ionising radiation potential (IRP),SSP1VLLO_2050,msfsc,-0.1599784648097778,0.0759636626981305,-0.08401480211164729,False,1.0,3.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",ionising_radiation__ionising_radiation_potential_IRP__87367cba,ionising radiation,ionising radiation potential (IRP),SSP2M_2050,msfsc,-0.0002131986853717,-0.0512603243040357,-0.051473522989407404,False,2.0,3.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",ionising_radiation__ionising_radiation_potential_IRP__87367cba,ionising radiation,ionising radiation potential (IRP),SSP5H_2050,msfsc,-0.0092777850805754,0.0112063933797286,0.0019286082991531988,True,4.0,3.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | ionising radiation | ionising radiation potential (IRP)",ionising_radiation__ionising_radiation_potential_IRP__87367cba,ionising radiation,ionising radiation potential (IRP),contemp,msfsc,0.9291541667224418,-0.5148958908816617,0.4142582758407801,True,5.0,3.0,2.0
"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",land_use__agricultural_land_occupation_LOP__335c3f8c,land use,agricultural land occupation (LOP),SSP1VLLO_2050,landfill,0.0130514769132128,0.0,0.0130514769132128,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",land_use__agricultural_land_occupation_LOP__335c3f8c,land use,agricultural land occupation (LOP),SSP2M_2050,landfill,0.0145712692375451,0.0,0.0145712692375451,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",land_use__agricultural_land_occupation_LOP__335c3f8c,land use,agricultural land occupation (LOP),SSP5H_2050,landfill,0.0140066417143267,0.0,0.0140066417143267,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",land_use__agricultural_land_occupation_LOP__335c3f8c,land use,agricultural land occupation (LOP),contemp,landfill,0.0130357026518606,0.0,0.0130357026518606,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",land_use__agricultural_land_occupation_LOP__335c3f8c,land use,agricultural land occupation (LOP),SSP1VLLO_2050,recycling_postcons,0.0405720261796667,-0.4306059494675135,-0.3900339232878468,False,4.0,2.0,2.0
"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",land_use__agricultural_land_occupation_LOP__335c3f8c,land use,agricultural land occupation (LOP),SSP2M_2050,recycling_postcons,0.0232023242001045,-0.5024255967662665,-0.47922327256616204,False,4.0,2.0,2.0
"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",land_use__agricultural_land_occupation_LOP__335c3f8c,land use,agricultural land occupation (LOP),SSP5H_2050,recycling_postcons,0.036972005455521,-0.5206628048048592,-0.4836907993493382,False,4.0,2.0,2.0
"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",land_use__agricultural_land_occupation_LOP__335c3f8c,land use,agricultural land occupation (LOP),contemp,recycling_postcons,0.1099837062889741,-0.539341923934673,-0.42935821764569887,False,3.0,2.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",land_use__agricultural_land_occupation_LOP__335c3f8c,land use,agricultural land occupation (LOP),SSP1VLLO_2050,reuse,0.0005085843070442,-0.5722155060081261,-0.571706921701082,False,3.0,1.0,2.0
"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",land_use__agricultural_land_occupation_LOP__335c3f8c,land use,agricultural land occupation (LOP),SSP2M_2050,reuse,0.0005466071319303,-0.6456690466872961,-0.6451224395553657,False,3.0,1.0,2.0
"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",land_use__agricultural_land_occupation_LOP__335c3f8c,land use,agricultural land occupation (LOP),SSP5H_2050,reuse,0.0005381343155748,-0.6752987636263224,-0.6747606293107475,False,3.0,1.0,2.0
"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",land_use__agricultural_land_occupation_LOP__335c3f8c,land use,agricultural land occupation (LOP),contemp,reuse,0.0006051054372366,-0.6607403522951523,-0.6601352468579157,False,2.0,1.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",land_use__agricultural_land_occupation_LOP__335c3f8c,land use,agricultural land occupation (LOP),SSP1VLLO_2050,hydrolysis,-0.4953127916440363,-6.682253613043724,-7.177566404687759,False,1.0,4.0,-3.0
"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",land_use__agricultural_land_occupation_LOP__335c3f8c,land use,agricultural land occupation (LOP),SSP2M_2050,hydrolysis,-0.5331889275352946,-4.189445649443203,-4.722634576978498,False,1.0,4.0,-3.0
"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",land_use__agricultural_land_occupation_LOP__335c3f8c,land use,agricultural land occupation (LOP),SSP5H_2050,hydrolysis,-0.542724234498623,-4.158082646700558,-4.700806881199181,False,1.0,4.0,-3.0
"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",land_use__agricultural_land_occupation_LOP__335c3f8c,land use,agricultural land occupation (LOP),contemp,hydrolysis,7.401069280698612,-0.2009357639303331,7.200133516768278,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",land_use__agricultural_land_occupation_LOP__335c3f8c,land use,agricultural land occupation (LOP),SSP1VLLO_2050,msfsc,-0.0832282570950495,-0.8492266146912544,-0.9324548717863039,False,2.0,3.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",land_use__agricultural_land_occupation_LOP__335c3f8c,land use,agricultural land occupation (LOP),SSP2M_2050,msfsc,-0.1734045995877093,-0.818599566391541,-0.9920041659792502,False,2.0,3.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | land use | agricultural land occupation (LOP)",land_use__agricultural_land_occupation_LOP__335c3f8c,land use,agricultural land occupation (LOP),SSP5H_2050,msfsc,-0.2222379992991345,-0.8019122250455711,-1.0241502243447056,False,2.0,3.0,-1.0
